status_message,word_counts,char_counts
"Vai essa combinação de Chopp gelado + Henry Ford? 

#beer #cerveja #ontap #pub #melhorescervejas #beerlovers #beeradict #cerveza #happyhour #cervejagelada #cervejao #cervejartesanal #cervejando #cervejaoliquidosagrado #IronBelem #PubBelem",25,212
"Aniversariantes do mês de abril ! 
Comemore seu aniversário sábado no Clubinho Sertanejo, envie sua lista, reserve um lugar. Zap: 98104-1931 ! 
#Curte #Marque2amigas",24,140
"Hoje é dia de Villa Aurora !!! Farra Boa, com Luann Kassyo, Beto & Naldo e Thiago Costa !!! Palco 360 graus, venha se divertir na melhor casa de shows do Norte do Brasil !! O villa é o villa !!",41,153
"DOM 25/02 #Luxuoso Biruta Estilizado
Promoção Camarote Estilizado
1 - Curta Nossa página 
2 - Marque 5 amigos 
3 - Curta + Compartilhe o Flyer
Concorra:
3 - Baldes de Cerveja 
5 - Ingressos Camarotes
5 - Copos 
Lista Vip/Camarotes: 98994-7972 wpp",42,201
"Aquele momento que você está almoçando e não para de pensar naquele mega almoço maravilhoso das galáxias do universo todo do final de semana!

De sexta a domingo tem ALMOÇO DO MORMAÇO!
🍴SEXTA: música de leve pra você relaxar e se preparar pro final de semana.
🍴SÁBADO: música ao vivo com sangue bom e talentoso FLAVIANO RAMOS.
🍴DOMINGO: a música fica a cargo do maravilhoso BETINHO SOUSA.

Inf/cardápio pelo WhatsApp:
981796272 ↔️ 980437275

#VemSexta #Sabado #Domingo #Almoco #Mormaço",78,405
"Caldinho de abóbora com frango, quentinho e cheio de saúde para o seu jantar 🍲❤🍅",15,66
"À todos aqueles que estão todos os dias ao nosso lado, construindo com a gente nosso sonho.
E à todos nós, os trabalhadores lutadores brasileiros:
Parabéns pelo Dia do Trabalhador!
...
#ElPatron #DiaDoTrabalho #Feriado",34,185
Sexta-feira linda e radiante. Que tal pedir o risoto que você mais gosta? 😍,14,62
"Marca aquele amigo que adora um camarão empanado! No rodízio prime você conta com todas as opções de entradas da casa! Bora de Sushi Boulevard!? 🍤💕
Nossas unidades:
🎌 Batista Campos - Rua dos Pariquis, 1712
🎌 Av. Senador Lemos, 356 
🎌 Av. Duque de Caxias, 510
🛵📲 Delivery:
2121-4463",50,232
"A nossa história, algumas receitas clássicas... confessamos que ainda ficamos bobos e sempre olhamos o livro Cozinha de Origem, disponível na #MerceariaRemanso 📗",23,139
"Mores, bateu a vontade de uma festinha pop pra aquecer pro fim de semana? Então cola aqui, que hoje tem No Laço da Rabiola pra tu dançar muito funk, pop, brega e muitcho maisss. O nosso happy hour vai até 21h e depois ainda tem promoção de breja! Entrada gratuita até 20h. 

No Laço da Rabiola no Ziggy Hostel Club",60,253
Ié ié ié,3,6
"Happy hour de 18 ás 21 hr, show de comédia e depois muita onda que só o The Way tem. #happyhour #comedyclub #humor #standup",24,100
"Aproveite o buffet de almoço do Capone.
Temos opções muito saborosas para você.
 
#caponeristorante #estaçãodasdocas #belém",16,106
Até o Ronaldinho gaúcho veio conhecer o Mormaço 😄😛,9,42
"Vamos de pizza em dobro hoje? 🍕🍕Na compra de uma margherita você ganha outra! 
Crocante, saudável e fresquinha pra você! ❤
Promoção válida apenas para pedidos pelo app Santé Delivery com cupom de desconto!",34,171
"De segunda à quinta tem Happy Hour de chopp Tijuca no Cité. O mais gelado chopp da cidade por R$ 6,50 das 18h às 21h. Vem aproveitar!! 🍺
-
#vemprocité #cité #cite2018 #citebelem #restaurantecité #happyhour #chopp #tijuca #instafood #tasty #belem #pará.",41,212
Já se alimentou bem neste início de semana? Que tal aproveitar a nossa terça sem taxa e começar uma vida mais saudável hoje? No nosso delivery não temos intervalo 💛. Faça seu pedido através dos nossos contatos (91) 98910-2505 / (91) 3222-6056. Estamos ansiosos para lhe atender!,47,232
"A comida aqui é feita com uma fórmula muito conhecida por todas as mães, o amor. 
Estaremos abertos no dia das mães, com um cardápio especial para elas. 
No dia 13/05 Comemore o dia dela aqui. 

#RestauranteAvenida #RestauranteAvenidaCuiaba #DiadasMaes2018",39,214
Sexta tem música ao vivo aqui no Malino’s e com HAPPY HOUR até 22h. Você não vai querer perder essa hein!!!,21,87
Chegamos ao @metropoleananindeua 🤗🤗🤗,4,33
"Rock Unplugged na área! 
Daqui há pouco, Markinho Duran!!! 
Chega mais ♪🍹🙋 

OLD SCHOOL GASTROPUB
👉 Funcionamento: de terça à sábado, à partir das 18h

👉 Happy Hour, de terça a sábado, das 18 às 21h, com chopp Devassa puro malte a R$3,99

📱Central de informações e reservas: 99811-4389
🌎 Av Brás de Aguiar 304 (entre Benjamin Constant e Dr. Morares)",61,283
"Quinta, 20:30h tem o lançamento do EP País da Propina do cantor Sanddro no @StudioPubBelem ! Vale conferir e apoiar os músicos paraenses!",23,115
"Hoje é dia de Black Tuesday!! 😎🤘🏻
Já sabe como funciona? Na compra de qlqr Burger, vc ganha o Combo Big Black(batata ou onion+refri)🍟🍔
Temos a melhor estrutura para lhe atender...estacionamento privativo, segurança e fácil acesso 🚘🚲🛵
📍Av. Gentil esquina com Alcindo Cacela (anexo ao posto redentor) @ Black Burger",50,264
"Quando foi a última vez que você comeu maniçoba?

Prato 1
Dhal de ervilhas com legumes
Lasanha 3 queijos com molho vermelho e molho de espinafre
Banana verde chips com gersal
Salada ■ Suco
Sobremesa: Torta cream chease com calda de ameixa fresca

Prato 2
Arroz integral com jambu
Maniçoba vegetariana
Banana verde chips com gersal
Farofinha crocante de soja
Salada ■ Suco
Sobremesa: Torta cream chease com calda de ameixa fresca

Prato 3
Arroz integral com jambu
Bobó vegetariano
Coxinha de ricota e tomate seco
Farofa de milho com feijão da colônia
Salada ■ Suco
Sobremesa: Torta cream chease com calda de ameixa fresca
Delivery 🏍
WhatsApp (91) 99804-3493*
Ou pelos fones: 3222-2272 / 3242-1724
*Pedidos somente das 8h às 11h da manhã (pedidos após esse horário não serão aceitos)

Endereço:
Travessa Padre Prudêncio, 166 - entre Manoel Barata e Ó de Almeida - Campina - Belém – PA

#vegetariano #comida #vegana #vegano #salada #belem #RestauranteGovinda #restauranteBelem",158,811
É muito mignon nesse sanduíche!!! Bem recheado e com pão integral para matar sua fome e deixar sua consciência levinha!,20,100
"Dizem que comer salmão três vezes por semana melhora o seu humor. Nós te damos uma ajudinha com o incrível Salmão com risoto, queijo do marajó e pesto de jambu.
Foto: Claudia Di Giorgio
#amazônia #sushi #gastronomia #cozinhaasiática #salmão #peixe",40,208
"INAUGURAÇÃO DA UNIDADE SHOPPING METRÓPOLE

Para você que não deu para vir na inauguração da Hells Bar n Burgers, no Shopping Metrópole Ananindeua um pouco como foi🤗🤗🤗
A gente se encontra no 2piso, na frente das lojas americanas🐻
Horário de segunda a domingo a partir das 12hs",47,228
"Vai um burger de costela bovina para devorar e saciar a fome? Vem que o nosso H.G. Wells está te aguardando. Estamos abertos à partir das 18h.

#beer #cerveja #pub #melhorescervejas #beerlovers #beeradict #cerveza #happyhour #cervejagelada #cervejao #cervejartesanal #cervejando #cervejaoliquidosagrado #IronBelem #PubBelem",42,281
Sua noite de sábado pode ser muito bem acompanhada ❤️🍕🍺,10,46
"Ops, I did it again, e a festa TEENEGE 90 voltou!
Liga pra todas as suas amigas de Beverly Hills e avisa que a festa vai ser só pra aqueles que viajaram na nave da Xuxa, viu as quatros estações passarem com a Sandy e Júnior e pra quem achou que Rose foi egoísta por não ter salvado o Jack em Titanic. 
E você novinho, também pode vir e curtir o que é festa de verdade!
TEENAGE 90, o melhor dos anos 90 vai ser aqui no STUDIO PUB, e você não pode perder!

E te prepara para tudo que vai rolar nesta edição: 

🎸Banda Teenage tocando ao vivo as músicas das bandas dos posters que enfeitavam as paredes do seu quarto naquela época: Estamos falando de BACKSTREETBOYS, NSYNC, SPICE GIRLS, BRITNEY, HANSON e muito mais 

🎤Karaokê à partir das 21h no palco do Studio Pub para você e seus amigos cantarem AS LONG AS YOU LOVE ME ... e muitos outros sucessos e mostrar o seu talento! PS: Sabemos que você não vai precisar nem olhar o monitor para ler a letra... você sabe a letra de cabo a rabo que eu seu! 

🎧E Fazendo o After tem o Dj Junior Soares discotecando os clips que eram febre na MTV dos anos 90! 

Os Ingressos antecipados saem por R$15,00 na bilheteria do Studio Pub ou online no Sympla! E se liga na PROMO: Se você nasceu nos anos 80/90, basta apresentar seu RG que você paga o valor de antecipado a noite toda!! 😱😍

Se liga na programação da Sexta, 08 de Junho! 
21:00h - Karaokê 
00:00h - Banda Teenage ao Vivo 
02:30h - Dj Junior Soares 

Evento para maiores de 18 anos.",284,1177
"A nossa famosa parede de folhas! Quem nunca fez uma foto aqui? Hoje funcionaremos no jantar, a partir das 18h. #VemProSRB

Foto: @selenastilianidi

#belém #pará #sushilovers #culinária #amazônia #sushi #gastronomia #cozinhaasiática",31,199
"❤ Faça logo sua reserva para o Dia dos Namorados #ElPatron ❤
O amor vai estar no ar, e nós queremos fazer parte da história de amor de vocês dois. Venha comemorar junto conosco o dia mais apaixonante do ano! 😍
🗓 Data: 12/06 (Terça-feira)
⏰ Horários: 1º 19:30 / 2º 21:40
💲 Pacote 1: R$ 280,00 (Entrada + Prato Principal + Sobremesa para o casal)
💲 Pacote 2: R$ 330,00 (Entrada + Prato Principal + Sobremesa + garrafa de Chandom para o casal)
☎ Reservas: (91) 98402-2006",88,381
#ficadica,1,9
Ainda não almoçou? Aproveite as delícias do @domspettooficial 😋,9,55
"Guiozas de carne com jambú, molho de tucupi, melaço e shoyu... chega mais de pertinho pra conferir. 😏",18,86
"É sexta!!

Venha saborear o nosso menu à la carte que está delicioso.

#caponeristorante #estaçãodasdocas #belém",16,95
"Já garantiu seu ingresso?? Dia 19 de Maio o Coliseu Do Rock te chama 🤘 

#StudioPubRockFestival UK x US EDITION ! O maior festival tributo do Norte e Nordeste do Brasil !",32,137
"Esta delícia já vem com todo o sabor de infância. Um bolo feito com massa macia, consistente e sem recheio. Vai bem com um cafezinho ou chá, no final da tarde ou em qualquer hora do dia experimente o Bolo Simples da Eti Mariqueti e transforme seus momentos.",48,210
"Junta o squad, que o hoje a Ziggyridum de carnaval com Lauvaite Penoso vai botar todo mundo pra suar na pista ao som de um bocado de música doida de carnaval, minha gente. Só vamo. Entrada: R$ 15 a partir de 22h // R$ 20 a partir de 23h",49,188
"Afim de comemorar seu aniversário aos domingos aqui no Armazém? Só chamar a gente no whatsapp e mandar sua lista.
O numero para contato está na imagem. 😉",28,126
Abertos a partir das 18 horas. Toda segunda a gente faz precinho de happy hour á noite toda.,18,75
"Sabe o que deixa sua quarta-feira melhor ainda? O Open Bar Night do Studio Pub! Cerveja à vontade das 18h às 23:30h, por apenas R$33,90!",25,112
"Com uma mistura de diferentes cores e texturas, o nosso clássico filhote Ruy Barbosa em crosta de Castanha do Pará com risoto de jambu e queijo coalho veio pra te conquistar. Não vai ficar só na vontade, né?

#belém #pará #sushilovers #culinária #amazônia #sushi #gastronomia #cozinhaasiática",46,246
"Qualidade e sofisticação de um jeito que você nunca viu. O novo SRB chega em breve!

#belém #pará #sushilovers #culinária #amazônia #sushi #gastronomia",23,128
"Enquanto o almoço não chega, que tal saborear um petisco delicioso? Essa gostosura é feita com farinhas funcionais e produtos fresquinhos para seu consumo. Gostou? Vem experimentar!",27,155
"Qual?
❤️",2,7
"Ficamos sempre felizes com o retorno positivo de vocês. São 8 anos de tradição e dedicação na nossa cozinha e no atendimento. Avaliações assim enchem nossos corações de orgulho e nos fazem acreditar que estamos no caminho certo! 

#belém #pará #sushilovers #culinária #amazônia #sushi #gastronomia #cozinhaasiática",46,267
É HOJE!!! Reza a lenda que quem não vier vai passar 20 anos sóbrio! Que a sorte do Irlandês e os potes de ouro estejam com vocês! Portões abertos ás 18h!,31,123
"Sábado tem SUPLA ao vivo em Belém fazendo o lançamento do seu novo Álbum! Show exclusivo! Garanta seu ingresso e não fique de fora!! Vendas no SYMPLA.com.br e na bilheteria do Studio Pub 

#Supla #SuplaemBelem #StudioPubBelem",36,188
Domingo? Domingo é dia de RODÍZIO DE PIZZA 🍕 no @studiopubbelem !!!,12,56
#vemBD,1,6
"Vem aí a quinta edição da festa MEU ❤️ É BREGA com as bandas AR-15, Nelsinho Rodrigues & Fruto sensual. Sexta 02 março. Ingressos à venda por valor promocional de 10 & 15 reais a partir da próxima segunda na Locus do Pátio Belém. Vai ser explosão total mais uma vez 💥💥",52,217
Terças a noite a gente tem o que? Jazz! Com ou sem greve. Somos movidos a música e cerveja. #vemBD,20,79
"Aqui no Remanso do Bosque, trabalhamos com jardinagem também. O nosso mousse de chocolate do Combu não nos deixa mentir. 😌

Foto: Marcelo Yokoyama",24,122
QUE TIRO FOI ESSE ? Ruth Diva do Mormaço prova que chegará aos 50 anos nesta sexta toda gatinha & com sede de barrar os cheirosos sem RG. Sexta tem Baile das Novinhas edição 50 tons de Ruth 💥💥💥💥💥,39,157
"Você sabia que um canudinho de plástico demora 1 minuto para ser fabricado, mas, 100 anos para se decompor na natureza? Durante esses 100 anos, um simples descartável, pode prejudicar várias espécies marinhas. Peça a sua bebida sem canudinho, e ajude a retirar este mal dos oceanos. O Grão apoia essa idéia! 💚",53,257
"Especialmente nesta semana, a nossa festinha Pop se mudou pra quarta-feira, véspera de feriado. Vai rolar happy hour, promoção de caipirinha e muita rebolação de raba até altas horas da matina. Entrada: FREE até 20h // R$ 10 após

> Quarta No Laço da Rabiola - Especial bagaceira (rsrsrs)",49,239
Botequim lotado no primeiro oficial samba com cerveja a 1 real,11,52
Marca aqui os seus amigos que vão encher uma mesa assim com você no Remanso do Peixe. 👭👫👬,18,74
"Preparados para mais uma noite memorável? 
SAVE THE DATE! Pois a próxima edição do Studio Pub Rock Festival já tem Data e Local confirmados! 

STUDIO PUB ROCK FESTIVAL UK X US EDITION 2018 ! 

🗓19/05 - Abertura 17:00h
📍Insano Marina Club 

Fique ligado nas nossas redes sociais pois vamos divulgar tudo que vai rolar ao longo desta semana! 

#StudioPubRockFestival #UKxUS #Maio #2018 #studiopubbelem #studiopub",64,338
"FAROFADA... e a nova vibe de Belém com festa estilo ""Brazuca"" irada, com gente bonita e descolada, tocando Surf-music, Samba-Rock, Pagode 90, reguaezinho, Axé, Lambada, Guitarrada, Carimbó, Flashbrega... e quem estiver afim de curtir um pôr-do-sol tem entrada free até 16 horas... Bora??? No Comando
#RENATO ROSAS & FAROFA
# GIGI FURTADO
# JEFF MORAES
# GUTO RISUENHO
# BUDA
# DONNA LADY
# REGINA RAMOS
# DJ BLUE > VEMTIMBORA que é SÁBADO, 17/02;
>> Onde? No Palafita.
>>> Mas onde é isso? 
Rua Siqueira Mendes;
Largo da Sé - Cidade-Velha.
Siga @palafitabelem",94,465
ESTAMOS FUNCIONANDO NORMALMENTE NESTE CARNAVAL DAS 16H ÀS 22H!,9,54
"Essa semana será especial para o Heisenberg. Primeiramente, pelo fato do pub completar 1 ano e por outro que é a semana internacional da mulher. 😍 

Pensando nisso, uma das ações será que toda mulher nesta semana ganhará um welcome drink quando chegar por aqui. 😎
* Promoção válida para todos os dias, exceto no sábado.

Fiquem ligados no Insta e Face para saber de mais promoções.
#heisenbergpub #bday",69,331
"Estamos abertos hoje, terça, das 18 :00 às 1:00. Happy hour até as 21:00 e Jazz ao vivo a partir das 22:00. Tá esperando o que pra #virBD?",28,111
"Para começar a semana a pedida é o cocktail Summertime que tem na sua mistura tem gin,morango,tomate e alecrim, um bebida super leve e garantia de refrescância. 😋🍹 #VegasClub #CocktailVegas #OMelhor",31,168
"CACEEETEEE 💥💥💥
#faltam11dias PRA MAIOR RODA DE SAMBA DO BRASIL 🇧🇷 

30 de maio vai ser histórico, o Botequim recebe PELA PRIMEIRA VEZ O MELHOR GRUPO DE SAMBA DA ATUALIDADE @vouproserenooficial e mais 13 atrações locais!! Ingressos nas lojas Lupa Lupa(Boulevard e Pátio Belém). 

#nadaprafazer
#churrasconabrasa 
#explodiuuuuu💥
@freedomentretenimento",48,297
Hoje é dia de matar a saudade dos Mamonas Assassinas no #StudioPubBelem,12,60
"Super desconto aqui na TPS pra levar pra casa: todos os cortes de Bufalo com 40% de desconto.
#thepremiumsteaks #cortesdebufalo #promocao #meatshop #bbqlovers #bestintown #steak #belem",26,159
"Dia 23 é dia da nossa dupla clássica! O Studio Pub apresenta duas das bandas mais reconhecidas do mundo para compor nosso line e deixar sua Sexta-feira melhor ainda: Se prepare para cantar junto com Red Hot Chili Peppers e Coldplay Cover, a dupla que sempre promete casa cheia e um som impactante! Te esperamos aqui, viu?
.
Ingressos:
Antecipados: R$15
.
Onde comprar:
Studio Pub - Tv. Presidente Pernambuco, 277.
De terça à sexta, a partir das 18h.
Online: https://www.sympla.com.br/coldplay-e-red-hot__258150
.
Entrada exclusiva para maiores de 18 anos, sendo obrigatório apresentação de documento oficial e com foto.
.
OBS.: Não aceitaremos mais identidades com foto de criança ou manchadas por conta da dificuldade de identificação.
.
Mais informações:
Tel: 3252-1413 / 91 99161-3677
Instagram: @studiopubbelem | Facebook: studiopubbelem",129,713
Já experimentou a nossa batata recheada? Bem diferente para quem quer um jantar especial nessa sexta. Prove!,17,92
"FALTA POUCO!
Se liga nos valores de ingressos hoje NA HORA DA FESTA para a estreia da temporada 2018 do Meu ❤️ é brega:
Com nomes na lista: 10 ( até as 22h )
Com nomes na lista: 20 ( até as 23h )
Bilheteria: 30 ( podendo aumentar após a 1h )
Camarotes: esgotados 
Todos os ingressos promocionais: esgotados

Informações pelo Whatsapp: 981796272",64,279
Vem curtir com a gente o melhor domingo da cidade.,10,41
Hoje tem U2 Cover na casa! @u2bel4u Vão mandar todos os clássicos. Chega cedo que tem Happy hour até 22 hr. #thewaypub #vemquetem,23,107
Te programa logo pra vir!,5,21
Coloque em sua Páscoa um sabor tradicional: Ovo com Paçoca da Eti Mariqueti. Mais uma delícia preparada com receita caseira e feita para tornar a sua Páscoa ainda melhor. Aproveite e faça sua encomenda: (91) 3222-3956 e WhatsApp (91) 99113-0665 🐰🐰🐰,41,208
A semana vai começando bem leve que tal jantar saudável e gostoso no pós treino? 💪🏋⛹🚴🏊,16,71
REGRAM @thiagocastanho Chegou!⚡️🍻🍺 manga + cana #remansomango #sessionipa @remansodopeixe @remansodobosque,10,97
"Todos o comentários foram muito bons e a decisão não foi fácil! 

Agradecemos mais uma vez o carinho de cada um que votou no SRB e ajudou a trazer esse prêmio pra casa. Parabéns pela criatividade, @marinatocantins! E quem não foi contemplado, não desanima. Faremos novos concursos em breve!

#belém #pará #sushilovers #culinária #amazônia #sushi #gastronomia #cozinhaasiática",57,316
Pede uma margherita e ganha a outra: essa é a nossa promoção SENSACIONAL de quarta-feira. Basta você pedir pelo nosso app Santé Delivery na aba Combo Saúde 🍕🏍📱🍅❤,28,134
É o que tenho dito! 😉,6,16
Lucas Imbiriba hoje com o melhor do rock e da música celta! Esses caras são MUITO FODAS! #vemBD,18,78
"Sextou, sextou só chego de manhã
🎉BAILE DAS NOVINHAS de Carnaval🎉
👉Com o nome da lista ninguém paga entrada até as 23h.
♨Banda:
✔MC Dourado ( boquinha do animal )
✔MC Loren Love
✔Mizerê
🔉DJ Dhodhu Roots
🚫Promoções de bebidas no flyer.
Vai estar um arraso!

#VemSexta #Mormaço #BaileDasNovinhas #Festa #BelemDoPara #VaiSerDemais",52,275
"O Projeto Dakkapo vai mandar um som DAQUELES! 🤘 
Portas abertas às 18h.

#beer #cerveja #ontap #pub #melhorescervejas #beerlovers #beeradict #cerveza #happyhour #cervejagelada #cervejao #cervejartesanal #cervejando #cervejaoliquidosagrado #IronBelem #PubBelem",29,229
"A Roquerági dessa semana vai trazer a Dois na Janela e a Gael Conhece o Mar pro palco da casa. Vai ser uma noite de muito rock autoral belenense, acompanhado por muita breja gelada e comidinhas TOP’s. Ah, às 21h, ainda tem pocket da Semente de Maçã!",47,203
"Nesta sexta tem Intimistas no Pagode da Diretoria.
Assista o video e sinta o clima. #intimistas #pdd #deixaalagar #tomorrendodeamor #partiu",20,120
O seu fim de semana só é completo com a deliciosa combinação de Peixe + Açaí + Point do Açaí. Aguardamos você pro seu dia ficar completo! 😎🤭,28,113
"Funcionaremos normalmente neste feriado! E somente nesta terça, abriremos no almoço e jantar. Vem aproveitar o seu feriado com o melhor da culinária japonesa! #VemProSRB

#belém #pará #sushilovers #culinária #amazônia #sushi #gastronomia #cozinhaasiática",33,221
"É SÁBADO AQUI NO #MelhorDeBelém!
⠀
👉🏽 4 tipos de rodízio nas nossas 3 unidades!
⠀
👉🏽 Sushis//temakis do cardápio de rodízio por 16,90//17,90 na unidade Pariquis!
⠀
👉🏽 Rodízio de sushi por R$39,90 na unidade pariquis! 👉🏽 Aproveite o melhor sushi no conforto da sua casa. Liga pra gente! 2121-4463",51,245
"Um mês cheio de amor chegou! Seja bem-vindo, maio! 😍❤
 #doceriaamorosa #mesdasmaes #tudofeitocomamor",13,87
Chegamos ao Shopping Metrópole Ananindeua🐻🐻,5,39
"A @rayanacorrea escolheu o Iron para comemorar seu aniversário. Faça o mesmo, vem comemorar seu dia com muito chopp gelado, comida boa e gente bonita!",25,126
"O dia pode até estar nublado, mas nada nos impede de fazer o melhor almoço na cidade.",17,69
Quem vc vai convidar pra ir na Hells Bar N Burgers hoje🙄🙄🙄,12,47
"Caldinho, quentinho e com ingredientes mais leves. Cai muito bem nesse tempo que a chuvinha adora aparecer🌧🍅! Peça agora!",19,103
"Na Doceria Amorosa você personaliza seu bolo do jeitinho que preferir! 
Encomende o seu! 😍❤
📞Gentil: (91) 3249-6670 / 3229-0107
📞Boaventura: (91) 3347 - 4573 
📲Whatsapp: (91) 98405-3362",28,156
"Bora comer hambúrguer hoje😁😁
Então venha para Hells Bar N Burgers😀😀",11,57
"O Festival Ver-o-Peso da Cozinha Paraense está chegando e mais uma vez estamos com eles!! Em sua 15ª edição, o Festival acontecerá de 25/05 a 03/06 no Shopping Boulevard. O Chef do Santé, Rafael Menezes, integra a programação com um prato super especial! Saiba mais em :http://bit.ly/2JfJ8UJ
#vop2018 #veropesodacozinha #paraobraprimadaamazonia #belemcidadecriativadagastronomia #gastronomiaparaense",52,348
LISTA FREE sexta 22 no Mormaço. Festa normal a note. Basta colocar os nomes nos comentários abaixo & entrar de graça até as 23h. Lista aniversariantes até as 23:30 💥🇧🇷,30,138
"Parabéns @maraminea88 você é a ganhadora da nossa PROMOÇÃO KIT SERENO, entre em contato via direct. #dia30demaio tem a maior roda de samba do Brasil 🇧🇷 @vouproserenooficial",27,146
"Aquele peixinho cru que a gente ama! ♥
Foto: Claudia Di Giorgio
#amazônia #sushi #gastronomia #cozinhaasiática",16,95
Deu fome? Que tal vir provar nossos pratos? 😉,9,37
"Sorte do dia: hoje abrimos a partir das 18h. Vai perder essa experiência? Convide alguém para vir com você, vamos adorar receber vocês aqui!
📸@lauraqfernandes_
#belém #pará #sushilovers #culinária #amazônia #sushi #gastronomia #cozinhaasiática",33,211
"SUPLA EM BELÉM! 

Corra para garantir seu ingresso e não ficar de fora!! São apenas 200 ingressos à venda para você vir curtir uma noite com um do mais Icônicos nomes do Rock Brasileiro! 

Primeiro lote 25,00 à venda no Sympla e na bilhete do Studio Pub! 

Come on, Kids!

Separamos o Sábado do dia 26 de Maio para que todos possam curtir um show exclusivo do ícone do Rock brasileiro SUPLA! É isso mesmo, o Supla vai estar aqui no Studio Pub com o lançamento do seu novo álbum “Illegal” para enlouquecer todos os seus fãs belenenses! Não perde esse showzaço e garante teu ingresso antecipado que a gente te espera aqui.

Lineup:
22h – DJ Júnior Soares
00h – Supla

Ingressos:
1º Lote: R$25 

Onde comprar:
Studio Pub - Tv. Presidente Pernambuco, 277.
De terça à sexta, a partir das 18h.

Entrada exclusiva para maiores de 18 anos, sendo obrigatório apresentação de documento oficial e com foto.
OBS.: Não aceitaremos mais identidades com foto de criança ou manchadas por conta da dificuldade de identificação.

Mais informações:
Tel: 3252-1413 / 91 99161-3677
Instagram: @studiopubbelem | Facebook: studiopubbelem",188,914
"Além de refeições, o Grão oferece uma variedade de lanches com sanduíches do tamanho da sua fome, e todos eles acompanham chips de batata doce, que delícia! Corre pra cá ou peça o seu através do Ifood, pelo App do Grão ou por meio de nossos telefones na bio!",49,210
"Hoje tem Festa de lançamento do filme Para ter Onde ir, de Jorane Castro com MUITO BREGA E MÚSICAS REGIONAIS. Vem que é a oportunidade ideal pra tu te acabaar de tanto dançar. Entrada gratuita até 20h / R$15 após",40,173
"O Festival Fartura Brasil acontece em Belém neste final de semana e claro que nós vamos fazer bonito com a Cachaça de Jambu Meu Garoto <3 

Bora? 

Saiba mais: https://www.facebook.com/events/129484504513543/",30,175
Venha almoçar no melhor buffet a quilo da cidade !!Estacionamento grátis e coberto !! Cervejaria Oficial Umarizal !,18,98
"*HELLS BAR N BURGERS APRESENTA*
“Back To The 80s”
Os inesquecíveis anos 80 estão de volta na *HELLS BAR N BURGERS* do Shopping Metrópole Ananindeua, é Isso mesmo! Sábado dia 23 de junho teremos uma super festa com pista de dança, iluminação especial, globo espelhado, laser e muito mais com inicio as 21:00hs! O som fica a cargo do DJ Fábio Miranda do Projeto SÓ80 tocando no vinil os hits que marcaram a década do neon.
Os melhores burgers, coquetéis, petiscos e o chopp mais gelado da cidade regados ao som dos anos 80. Venha curtir e dançar nessa noite divertida e inédita no Shopping Metrópole Ananindeua . Traga a família, os amigos que a diversão é garantida!
Sorteio de brindes para as melhores duplas caracterizada da noite.
As primeiras 30 pessoas que estiverem caracterizada vão ganhar brindes. Tire do armário aquela roupa dos anos 80 cheia de naftalina e vem pra *HELLS BAR N BURGERS*",156,741
"Mais uma novidade @domspettooficial baixe nosso app e fique por dentro do nosso cardápio, programações e etc. 😍 #app #appdomspetto #sempreconectados",21,128
"Sua semana está super corrida? Dê um break na rotina e venha relaxar experimentando nosso rodízio. O menu inclui entradas, rolls, sashimis, gukans e sushi à vontade por R$69. A partir das 12h, toda quarta e quinta. 
📸@lore_vivaleve
#belém #pará # #sushilovers #culinária #amazônia #sushi #gastronomia #cozinhaasiática #rodízio #salmão #peixe",50,291
"Pensando em reunir os amigos e botar o papo em dia acompanhado do melhor petisco de filé ao molho gorgonzola e happy hour de tijuca super gelado? Então vem passar esta noite de quinta no Cité. Já estamos te esperando!
-
☎ Delivery Cité de Seg. a Sáb. de 18:00 às 23:30 e aos Domingos de 11:30 às 15:00 e de 18:00 às 23:00h através de nosso aplicativo; ou pelo site citebelem.com.br ou através do número 3349-5777! 
-
#vemprocité #cité #cite2018 #citebelem #restaurantecité #petisco #happyhour #instafood #tasty #belem #pará. @ Cité Gastronomia e Boemia",94,458
"Amanhã, mais uma transmissão ao vivo do Superbowl: Eagles x Patriots! À partir das 18H30 no Studio Pub. #Superbowl #EaglesXPatriots",20,112
"Temos uma notícia boa para você😲😲
Não pode comer carne,então apresentamos nosso hambúrguer de soja😍
Realmente é uma explosão de sabor,então na sua próxima visita não esquece de pedir🤗🎶",29,156
"E essa delícia? É fechar o sábado com chave de ouro!
.
Você tem que experimentar nossa banana flambada, que acompanha um maravilhoso queijo coalho e sorvete de creme.",29,138
"No almoço, o buffet do Capone vai te surpreender com seus pratos deliciosos.
No jantar, a cozinha italiana toma conta do restaurante, com pizzas e pratos à la carte que você vai adorar.

#caponeristorante #estaçãodasdocas #belém",36,192
"Com mais de 8 anos de tradição, queremos continuar surpreendendo Belém! Uma das novidades do menu são os Escargots la creme com fettucine. De dar água na boca!
#belém #pará #sushilovers #culinária #amazônia #sushi #gastronomia #cozinhaasiática #escargots",37,218
"Vamos brindar à vida, pq hj é Sexta!! 😎 Let's Burger 🍔
@blackburgerbelem #blackburgerbelem
Estacionamento privativo, segurança e conforto 🚘
📍 Av. Gentil com Alcindo Cacela, anexo ao Posto Shell Redentor 
 @ Black Burger",34,184
